Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country,TotalPrice
513628,90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",2,2010/06/27,7.95,14505,United Kingdom,15.9
513634,85018B,S/6 PAPER BOXES BLOSSOM IMAGES ,1,2010/06/27,4.25,17812,United Kingdom,4.25
513800,22426,ENAMEL WASH BOWL CREAM,8,2010/06/29,3.75,14025,United Kingdom,30
513943,90058B,CRYSTAL STUD EARRINGS ASSORTED COL ,36,2010/06/29,1.06,14040,United Kingdom,38.16
513953,16162L,THE KING GIFT BAG,12,2010/06/29,0.65,14426,United Kingdom,7.8
513963,22864,MUG AND COASTER SET RED CIRCLES,330,2010/06/29,0.42,13694,United Kingdom,138.6
514023,20854,BLUE PATCH PURSE PINK HEART,3,2010/06/30,1.65,14530,United Kingdom,4.95
514087,22690,DOORMAT HOME SWEET HOME BLUE ,60,2010/06/30,6.35,16684,United Kingdom,381
514106,22331,WOODLAND PARTY BAG + STICKER SET,8,2010/06/30,1.65,18053,United Kingdom,13.2
514129,22691,DOORMAT WELCOME SUNRISE,3,2010/06/30,7.49,16098,United Kingdom,22.47
514131,22376,AIRLINE BAG VINTAGE JET SET WHITE,2,2010/06/30,6.35,13269,United Kingdom,12.7
514134,22118,JOY WOODEN BLOCK LETTERS,2,2010/06/30,4.95,14584,United Kingdom,9.9
514138,78124,MAGAZINE RACK GEBRA ASSORTED ,6,2010/06/30,2.75,14911,EIRE,16.5
514220,21418,STARFISH SOAP DISH,6,2010/07/01,2.55,17146,United Kingdom,15.3
514278,84424A,FOUR PICTURE WHITE GLASS FRAME,3,2010/07/01,3.75,15888,United Kingdom,11.25
514328,21613,S/12 VANILLA  BOTANICAL T-LIGHTS,3,2010/07/01,2.95,17913,United Kingdom,8.85
514371,35969,FOLKART CROWN TABLE DECORATIONS,12,2010/07/02,1.65,12422,Switzerland,19.8
514387,20652,BLUE SPOTTY LUGGAGE TAG ,12,2010/07/02,1.25,12633,Germany,15
514466,85169B,BLACK LOVE BIRD CANDLE,1,2010/07/02,1.25,14606,United Kingdom,1.25
514487,37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,1,2010/07/02,9.95,18002,United Kingdom,9.95
514504,15044A,PINK PAPER PARASOL ,2,2010/07/04,2.95,13782,United Kingdom,5.9
514512,84405A,S/3 PINK COL METAL BASKET W HANDLE,1,2010/07/04,12.75,14247,United Kingdom,12.75
514521,35647,VINTAGE BEAD PINK SHADE ,48,2010/07/05,1.25,13694,United Kingdom,60
514537,21631,HIPPY CHIC DECORATIVE PARASOL,1,2010/07/05,12.75,15291,United Kingdom,12.75
514682,22628,PICNIC BOXES SET OF 3 RETROSPOT ,4,2010/07/05,4.95,12693,Germany,19.8
514688,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,48,2010/07/05,0.42,16668,United Kingdom,20.16
514715,46115B,GREEN POP ART MAO CUSHION COVER ,10,2010/07/05,0.19,17218,United Kingdom,1.9
514809,22629,SPACEBOY LUNCH BOX ,72,2010/07/06,1.65,12678,France,118.8
514857,84616,SILVER ROCCOCO CHANDELIER,4,2010/07/06,26.95,15879,United Kingdom,107.8
515008,84974,S/2 ZINC HEART DESIGN PLANTERS,1,2010/07/07,9.95,15056,United Kingdom,9.95
515021,22706,WRAP COWBOYS  ,25,2010/07/08,0.42,18276,United Kingdom,10.5
515088,46000U,POLYESTER FILLER PAD 30CMx30CM,1,2010/07/08,1.25,17988,United Kingdom,1.25
515091,45016,DECORATIVE NET CANOPY LEOPARD,3,2010/07/08,3.75,16544,United Kingdom,11.25
515113,47503E,ASS FLORAL PRINT SCISSORS,4,2010/07/08,1.25,16266,United Kingdom,5
515123,22546,MINI JIGSAW FIDO,48,2010/07/08,0.42,12592,Germany,20.16
515150,20735,BLACK MINI TAPE MEASURE ,10,2010/07/08,0.85,18279,United Kingdom,8.5
515319,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,2,2010/07/11,2.95,17085,United Kingdom,5.9
515330,47013C,WINE BOTTLE DRESSING DARK BLUE,1,2010/07/11,0.29,16049,United Kingdom,0.29
515332,84969,ASSORTED COLOUR SET 6 TEASPOONS,6,2010/07/11,4.25,13047,United Kingdom,25.5
515349,22656,VINTAGE BLUE KITCHEN CABINET,1,2010/07/12,295,15513,United Kingdom,295
515405,47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,24,2010/07/12,6.35,14608,United Kingdom,152.4
515437,40046A,RED DAISY PAPER LAMPSHADE,5,2010/07/12,1.25,17068,United Kingdom,6.25
515465,85136B,BLUE SHARK HELICOPTER,1,2010/07/12,7.95,14882,United Kingdom,7.95
515484,22692,DOORMAT WELCOME TO OUR HOME,1,2010/07/13,7.49,17994,United Kingdom,7.49
515507,22668,PINK BABY BUNTING,5,2010/07/13,2.95,15039,United Kingdom,14.75
515629,22666,RECIPE BOX PANTRY YELLOW DESIGN,4,2010/07/14,2.95,16550,United Kingdom,11.8
515742,22586,FELTCRAFT HAIRBAND PINK AND BLUE,12,2010/07/14,0.85,15332,Lithuania,10.2
515761,21520,BOOZE & WOMEN GREETING CARD ,12,2010/07/14,0.42,17377,United Kingdom,5.04
515830,84873A,FUNKY FLOWER PICNIC BAG FOR 4,2,2010/07/15,16.95,15530,United Kingdom,33.9
515907,22547,MINI JIGSAW DINOSAUR ,6,2010/07/15,0.42,13564,United Kingdom,2.52
515910,18094C,WHITE AND BLUE CERAMIC OIL BURNER,12,2010/07/15,0.85,14298,United Kingdom,10.2
515912,22667,RECIPE BOX RETRO SPOT DESIGN,6,2010/07/15,2.95,15249,United Kingdom,17.7
515928,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,2010/07/15,2.95,12523,France,17.7
515995,22669,RED BABY BUNTING ,10,2010/07/16,2.95,14648,United Kingdom,29.5
516022,48103,DOORMAT KISS MY.......,20,2010/07/16,4.58,18102,United Kingdom,91.6
516109,84030E,ENGLISH ROSE HOT WATER BOTTLE,3,2010/07/16,4.25,16774,United Kingdom,12.75
516117,20794,BLUE  TILE HOOK,8,2010/07/16,2.55,14766,United Kingdom,20.4
516120,22630,DOLLY GIRL LUNCH BOX,36,2010/07/16,1.95,12415,Australia,70.2
516131,85049A,TRADITIONAL CHRISTMAS RIBBONS,144,2010/07/16,1.06,12709,Germany,152.64
516140,84820,DANISH ROSE TRINKET TRAYS,10,2010/07/16,5.95,12977,United Kingdom,59.5
516142,22232,JIGSAW TOADSTOOLS 3 PIECE,1,2010/07/16,1.65,12977,United Kingdom,1.65
516152,22573,STAR WOODEN CHRISTMAS DECORATION,12,2010/07/18,0.85,16344,United Kingdom,10.2
516158,35981C,WHITE SNOW SCANDINAVIAN STOCKING ,60,2010/07/18,0.38,16950,United Kingdom,22.8
516187,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,3,2010/07/18,0.85,16089,United Kingdom,2.55
516263,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,2,2010/07/19,0.85,17841,United Kingdom,1.7
516265,21247,SET OF RED SALAD SERVERS ,1,2010/07/19,1.49,16782,United Kingdom,1.49
516305,21805,WHITE CHRISTMAS TREE DECORATION ,2,2010/07/19,0.42,14667,United Kingdom,0.84
516312,22660,DOORMAT I LOVE LONDON,4,2010/07/19,6.35,17850,United Kingdom,25.4
516328,21530,DAIRY MAID TOASTRACK,12,2010/07/19,2.95,17090,United Kingdom,35.4
516446,21415,CLAM SHELL SMALL ,6,2010/07/20,2.1,13719,United Kingdom,12.6
516468,84509G,SET OF 4 FAIRY CAKE PLACEMATS ,1,2010/07/20,3.75,17578,United Kingdom,3.75
516481,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2010/07/21,0.85,16945,United Kingdom,8.5
516494,22602,CHRISTMAS RETROSPOT HEART WOOD,144,2010/07/21,0.72,13048,United Kingdom,103.68
516566,22593,CHRISTMAS GINGHAM STAR,12,2010/07/21,0.85,12417,Belgium,10.2
516613,22703,PINK CAT BOWL,6,2010/07/21,2.1,13426,United Kingdom,12.6
516727,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2010/07/22,1.65,16161,United Kingdom,16.5
516728,47592A,CAROUSEL CHILDRENS OVERALL,6,2010/07/22,2.1,12724,France,12.6
516741,22582,PACK OF 6 SWEETIE GIFT BOXES,1,2010/07/22,2.55,17918,United Kingdom,2.55
516752,21070,VINTAGE BILLBOARD MUG ,1,2010/07/22,1.25,13031,United Kingdom,1.25
516767,85130A,BEADED PEARL HEART WHITE LARGE,12,2010/07/22,1.65,13433,United Kingdom,19.8
516789,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,6,2010/07/23,2.95,15623,United Kingdom,17.7
516870,72586,"S/6 HALLOWEEN GHOST T LIGHTS, 5CM H",24,2010/07/23,0.42,14085,United Kingdom,10.08
516884,85187,S/12 MINI RABBIT EASTER,3,2010/07/23,1.65,15311,United Kingdom,4.95
516922,35937,CERISE+GOLD CHRISTMAS STOCKING DEC,3,2010/07/25,0.38,15727,United Kingdom,1.14
516923,22595,CHRISTMAS GINGHAM HEART,12,2010/07/25,0.85,16032,United Kingdom,10.2
516925,22599,CHRISTMAS MUSICAL ZINC STAR,72,2010/07/25,0.72,15946,United Kingdom,51.84
516932,22580,ADVENT CALENDAR GINGHAM SACK,6,2010/07/25,5.95,18064,United Kingdom,35.7
516946,21446,12 RED ROSE PEG PLACE SETTINGS,12,2010/07/25,1.25,13767,United Kingdom,15
516951,21562,HAWAIIAN GRASS SKIRT ,6,2010/07/25,2.1,17677,United Kingdom,12.6
516975,16015,MEDIUM CHINESE STYLE SCISSOR,60,2010/07/26,0.5,14000,United Kingdom,30
517052,85034C,3 ROSE MORRIS BOXED CANDLES,2,2010/07/26,4.25,12977,United Kingdom,8.5
517093,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,2010/07/26,0.85,16351,United Kingdom,10.2
517104,22539,MINI JIGSAW DOLLY GIRL,1,2010/07/26,0.42,14606,United Kingdom,0.42
517127,22654,DELUXE SEWING KIT ,6,2010/07/27,5.95,14735,United Kingdom,35.7
517153,22663,JUMBO BAG DOLLY GIRL DESIGN,20,2010/07/27,1.95,18257,United Kingdom,39
517155,22687,DOORMAT CHRISTMAS VILLAGE,4,2010/07/27,7.49,12853,United Kingdom,29.96
517215,85111,SILVER GLITTER FLOWER VOTIVE HOLDER,144,2010/07/27,0.29,15873,United Kingdom,41.76
517272,22639,SET OF 4 NAPKIN CHARMS HEARTS,6,2010/07/28,2.55,13552,United Kingdom,15.3
517336,90002B,FLOWER BURST SILVER RING ROSE,3,2010/07/28,3.75,13590,United Kingdom,11.25
517351,21061,PARTY INVITES FOOTBALL,12,2010/07/28,0.85,12484,Spain,10.2
517460,22049,WRAP CHRISTMAS SCREEN PRINT,25,2010/07/29,0.42,14110,United Kingdom,10.5
517513,84977,WIRE FLOWER T-LIGHT HOLDER,6,2010/07/29,1.25,15023,United Kingdom,7.5
517518,22652,TRAVEL SEWING KIT,12,2010/07/29,1.65,13013,United Kingdom,19.8
517520,72799D,BLUE PILLAR CANDLE SILVER FLOCK,1,2010/07/29,2.95,17235,United Kingdom,2.95
517550,22714,CARD BIRTHDAY COWBOY,12,2010/07/29,0.42,12836,United Kingdom,5.04
517569,84845C,CARNATION SQUARE HANDY TIN,3,2010/07/30,1.25,14861,United Kingdom,3.75
517575,22588,CARD HOLDER GINGHAM HEART,6,2010/07/30,2.55,14221,United Kingdom,15.3
517578,22393,PAPERWEIGHT VINTAGE COLLAGE,6,2010/07/30,2.55,14346,United Kingdom,15.3
517712,22036,DINOSAUR BIRTHDAY CARD,12,2010/08/01,0.42,13564,United Kingdom,5.04
517722,16054,POPART RECT PENCIL SHARPENER ASST,36,2010/08/01,0.42,14667,United Kingdom,15.12
517728,21011,GLITTER SNOW PEAR TREE DECORATION,16,2010/08/01,1.45,13598,United Kingdom,23.2
517734,90201C,RED ENAMEL FLOWER RING,1,2010/08/01,2.95,14404,United Kingdom,2.95
517741,21819,GLITTER CHRISTMAS STAR ,3,2010/08/01,0.85,13617,United Kingdom,2.55
517742,20777,CHRYSANTHEMUM NOTEBOOK,2,2010/08/01,1.65,15666,United Kingdom,3.3
517871,35958,FOLKART ZINC STAR CHRISTMAS DEC,1,2010/08/02,0.85,16814,United Kingdom,0.85
517889,22651,GENTLEMAN SHIRT REPAIR KIT ,12,2010/08/03,0.85,17442,United Kingdom,10.2
517909,22655,VINTAGE RED KITCHEN CABINET,1,2010/08/03,295,18260,United Kingdom,295
517952,22050,PINK PAISLEY ROSE GIFT WRAP,25,2010/08/03,0.42,13047,United Kingdom,10.5
517973,85064,CREAM SWEETHEART LETTER RACK,4,2010/08/03,5.45,16880,United Kingdom,21.8
517977,22643,SET OF 4 NAPKIN CHARMS LEAVES   ,5,2010/08/03,2.55,16938,United Kingdom,12.75
517979,22069,BROWN  PIRATE TREASURE CHEST ,12,2010/08/03,1.65,14569,United Kingdom,19.8
518061,84924A,WAKE UP COCKEREL CALENDAR SIGN ,1,2010/08/04,3.75,15311,United Kingdom,3.75
518069,85116,BLACK CANDELABRA T-LIGHT HOLDER,12,2010/08/04,2.1,13659,United Kingdom,25.2
518115,90190C,SILVER/AMETHYST DROP EARRINGS LEAF,4,2010/08/04,2.95,12748,United Kingdom,11.8
518139,21946,PARTY TIME DESIGN FLANNEL,12,2010/08/04,0.85,12765,Netherlands,10.2
518141,84661A,WHITE SQUARE TABLE CLOCK,24,2010/08/04,0.65,14401,United Kingdom,15.6
518150,21066,VINTAGE RED MUG,36,2010/08/04,0.38,13571,United Kingdom,13.68
518184,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,2010/08/05,0.85,17268,United Kingdom,10.2
518217,22074,6 RIBBONS SHIMMERING PINKS ,12,2010/08/05,1.65,17696,United Kingdom,19.8
518346,85092,CANDY SPOT TEA COSY,24,2010/08/06,1.25,13929,United Kingdom,30
518375,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,48,2010/08/08,0.85,13488,United Kingdom,40.8
518397,47481,50CM METAL STRING WITH  7 CLIPS,4,2010/08/08,0.85,16444,United Kingdom,3.4
518398,22575,METAL MERRY CHRISTMAS WREATH,8,2010/08/08,1.95,15046,United Kingdom,15.6
518427,22592,CARDHOLDER HOLLY WREATH METAL,24,2010/08/09,3.39,16282,United Kingdom,81.36
518481,84313A,PINK TV TRAY TABLE ,3,2010/08/09,4.25,17841,United Kingdom,12.75
518485,21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,24,2010/08/09,1.25,15595,United Kingdom,30
518519,90161A,ANT COPPER RED BOUDICCA BRACELET,3,2010/08/09,4.95,17482,United Kingdom,14.85
518685,21312,LARGE CHUNKY GLASS ROMAN BOWL,32,2010/08/11,1.95,13881,United Kingdom,62.4
518759,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,3,2010/08/11,0.85,15005,United Kingdom,2.55
518788,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,12,2010/08/12,1.25,13089,United Kingdom,15
518792,21678,PAISLEY PATTERN  STICKERS,120,2010/08/12,0.38,13694,United Kingdom,45.6
518794,22757,LARGE RED BABUSHKA NOTEBOOK ,72,2010/08/12,1.06,13694,United Kingdom,76.32
518850,21398,RED  SPOTTY COFFEE  MUG,6,2010/08/12,2.1,14224,United Kingdom,12.6
518857,21060,PARTY INVITES BALLOON GIRL,2,2010/08/12,0.85,15719,United Kingdom,1.7
518959,85124B,BLUE JUICY FRUIT PHOTO FRAME,6,2010/08/12,2.55,13078,United Kingdom,15.3
519124,22698,PINK REGENCY TEACUP AND SAUCER,312,2010/08/13,2.4,17949,United Kingdom,748.8
519173,79026B,"S/4 ICON COASTER,ELVIS LIVES",1,2010/08/13,1.25,18225,United Kingdom,1.25
519179,90159,COTE D'AZURE NECKLACE,3,2010/08/13,4.95,17238,United Kingdom,14.85
519188,84251B,"GREETING CARD, STICKY GORDON",1,2010/08/13,0.19,14693,United Kingdom,0.19
519203,84596K,JELLY BABIES YELLOW SMALL BOWL,8,2010/08/15,1.25,15898,United Kingdom,10
519214,22742,MAKE YOUR OWN PLAYTIME CARD KIT,6,2010/08/15,2.95,16043,United Kingdom,17.7
519234,22155,STAR DECORATION RUSTIC,48,2010/08/15,0.42,17618,United Kingdom,20.16
519248,22699,TEACUP AND SAUCER REGENCY ROSES,12,2010/08/15,2.95,13089,United Kingdom,35.4
519404,22503,CABIN BAG VINTAGE PAISLEY,1,2010/08/17,29.95,14646,Netherlands,29.95
519516,22307,GOLD MUG BONE CHINA TREE OF LIFE,72,2010/08/18,1.65,13324,United Kingdom,118.8
519550,21903,MAN FLU METAL SIGN,12,2010/08/18,2.1,14911,EIRE,25.2
519592,22068,BLACK PIRATE TREASURE CHEST,12,2010/08/18,1.65,12474,Germany,19.8
519627,72128,COLUMBIAN CANDLE ROUND,24,2010/08/19,0.38,14198,United Kingdom,9.12
519660,22754,SMALL RED BABUSHKA NOTEBOOK ,12,2010/08/19,0.85,17159,United Kingdom,10.2
519682,90175C,BLUE GLASS CHUNKY CHARM BRACELET,5,2010/08/19,8.95,16529,United Kingdom,44.75
519686,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,2010/08/19,1.65,18283,United Kingdom,1.65
519696,22678,"FRENCH BLUE METAL DOOR SIGN, 3",10,2010/08/19,1.25,13089,United Kingdom,12.5
519709,22697,TEACUP AND SAUCER REGENCY GREEN,72,2010/08/19,2.55,16684,United Kingdom,183.6
519718,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,12,2010/08/19,0.85,13479,United Kingdom,10.2
519735,17013D,ORIGAMI ROSE INCENSE IN TUBE,90,2010/08/20,0.3,12433,Norway,27
519793,16169K,WRAP FOLK ART,500,2010/08/20,0.19,18251,United Kingdom,95
519816,21220,SET/4 BADGES DOGS,10,2010/08/20,1.25,15322,United Kingdom,12.5
519834,22680,"FRENCH BLUE METAL DOOR SIGN, 5",20,2010/08/20,1.25,17675,United Kingdom,25
519882,81985A,"ICON ALARM CLOCK,FUSCHIA  PIN UP",6,2010/08/22,2.55,16725,United Kingdom,15.3
519885,21741,COSY SLIPPER SHOES LARGE GREEN,6,2010/08/22,2.95,17471,United Kingdom,17.7
519934,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,4,2010/08/22,0.85,16770,United Kingdom,3.4
519935,22673,FRENCH GARDEN SIGN BLUE METAL,5,2010/08/22,1.25,17231,United Kingdom,6.25
520027,85031C,CURIOUS IMAGES SCRAP BOOK SET,24,2010/08/23,1.25,14321,United Kingdom,30
520039,22752,SET 7 BABUSHKA NESTING BOXES,4,2010/08/23,8.5,18223,United Kingdom,34
520054,22683,"FRENCH BLUE METAL DOOR SIGN, 8",10,2010/08/23,1.25,16208,United Kingdom,12.5
520166,16207A,PINK STRAWBERRY HANDBAG ,4,2010/08/24,2.95,17774,United Kingdom,11.8
520179,22626,BLACK KITCHEN SCALES,2,2010/08/24,8.5,16550,United Kingdom,17
520200,21195,PINK  HONEYCOMB PAPER BALL ,48,2010/08/24,1.69,17336,United Kingdom,81.12
520210,47591B,SCOTTIES CHILDRENS APRON,6,2010/08/24,1.65,17292,United Kingdom,9.9
520213,35833P,4 PINK FLOCK CHRISTMAS BALLS,3,2010/08/24,1.25,17602,United Kingdom,3.75
520215,22694,WICKER STAR ,6,2010/08/25,2.1,18071,United Kingdom,12.6
520407,85093,CANDY SPOT EGG WARMER HARE,24,2010/08/26,0.38,14215,United Kingdom,9.12
520410,22571,ROCKING HORSE RED CHRISTMAS ,8,2010/08/26,0.85,16271,United Kingdom,6.8
520423,22211,WOOD STAMP SET FLOWERS,12,2010/08/26,1.65,13648,United Kingdom,19.8
520497,85031B,BLOSSOM IMAGES SCRAP BOOK SET,24,2010/08/26,1.25,18171,United Kingdom,30
520536,21424,WOODLAND STORAGE BOX LARGE ,24,2010/08/26,1.25,12779,Poland,30
520537,22695,WICKER WREATH SMALL,6,2010/08/26,1.45,17576,United Kingdom,8.7
520600,22510,GINGHAM BABUSHKA DOORSTOP,6,2010/08/27,3.75,17048,United Kingdom,22.5
520710,22675,FRENCH KITCHEN SIGN BLUE METAL,12,2010/08/29,1.25,14388,United Kingdom,15
520714,22682,"FRENCH BLUE METAL DOOR SIGN, 7",10,2010/08/29,1.25,14422,United Kingdom,12.5
520730,72819,CUPID DESIGN SCENTED CANDLES,48,2010/08/29,0.85,13093,United Kingdom,40.8
520858,77101A,UNION FLAG WINDSOCK,24,2010/08/31,1.25,13963,United Kingdom,30
520865,85027L,FRENCH CHATEAU LARGE PLATTER ,6,2010/08/31,1.95,13468,United Kingdom,11.7
520877,84086B,YELLOW/BLUE RETRO RADIO,1,2010/08/31,2.95,17346,United Kingdom,2.95
520900,22653,BUTTON BOX ,10,2010/09/01,1.95,15078,United Kingdom,19.5
521121,22106,MIRROR MOSAIC HURRICANE LAMP ,7,2010/09/02,6.75,17867,United Kingdom,47.25
521344,85036C,ROSE 1 WICK MORRIS BOXED CANDLE,6,2010/09/03,4.25,16735,United Kingdom,25.5
521345,47351B,BLUE  VOILE LAMPSHADE,1,2010/09/03,2.95,16289,United Kingdom,2.95
521381,72132,COLUMBIAN CUBE CANDLE,36,2010/09/05,0.38,13506,United Kingdom,13.68
521383,90155,RESIN NECKLACE W PASTEL BEADS,1,2010/09/05,7.5,15751,United Kingdom,7.5
521496,22390,PAPERWEIGHT CHILDHOOD MEMORIES,6,2010/09/06,2.55,12510,Spain,15.3
521559,22597,CHRISTMAS MUSICAL ZINC HEART ,12,2010/09/07,0.85,16600,United Kingdom,10.2
521617,22408,MONEY BOX CONFECTIONERY DESIGN,24,2010/09/07,1.25,16336,United Kingdom,30
521649,85028S,FRENCH CHATEAU SMALL FRUITBOWL,1,2010/09/07,4.95,14968,United Kingdom,4.95
521651,22686,"FRENCH BLUE METAL DOOR SIGN, No",12,2010/09/07,1.25,12576,Poland,15
521767,22110,BIRD HOUSE HOT WATER BOTTLE,2,2010/09/08,2.55,15752,United Kingdom,5.1
521811,90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,1,2010/09/08,5.95,16713,United Kingdom,5.95
521822,84821,DANISH ROSE DELUXE COASTER,12,2010/09/09,0.85,12714,France,10.2
521925,22339,CHRISTMAS TREE PAINTED ZINC ,1,2010/09/09,0.65,13069,United Kingdom,0.65
521936,21147,JINGLE BELLS TREE DECORATION,6,2010/09/09,2.1,14492,United Kingdom,12.6
521974,62086A,PINK RETRO BIG FLOWER BAG,2,2010/09/09,1.95,15861,United Kingdom,3.9
522048,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,12,2010/09/10,3.75,13330,United Kingdom,45
522088,84522,PINK PARTY SUNGLASSES,100,2010/09/12,1.5,14156,EIRE,150
522102,21610,SET 12 PEAR BOTANICAL T-LIGHTS,1,2010/09/12,2.95,13148,United Kingdom,2.95
522107,72818,CHRISTMAS DECOUPAGE CANDLE,12,2010/09/12,0.85,16208,United Kingdom,10.2
522122,22865,HAND WARMER OWL DESIGN,12,2010/09/13,2.1,17416,United Kingdom,25.2
522135,22688,DOORMAT PEACE ON EARTH BLUE,2,2010/09/13,7.95,16860,United Kingdom,15.9
522156,85107,CUT GLASS T-LIGHT HOLDER OCTAGON,12,2010/09/13,2.55,14569,United Kingdom,30.6
522213,22672,FRENCH BATHROOM SIGN BLUE METAL,12,2010/09/13,1.65,14209,United Kingdom,19.8
522273,47504H,ENGLISH ROSE SPIRIT LEVEL ,1,2010/09/13,1.95,16470,United Kingdom,1.95
522337,22940,FELTCRAFT CHRISTMAS FAIRY,10,2010/09/14,4.25,13440,United Kingdom,42.5
522418,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,6,2010/09/14,2.95,13152,United Kingdom,17.7
522455,21637,ASSORTED SANSKRIT MINI NOTEBOOK,18,2010/09/14,1.25,17422,United Kingdom,22.5
522459,22744,MAKE YOUR OWN MONSOON CARD KIT,1,2010/09/14,2.95,12933,United Kingdom,2.95
522570,22835,HOT WATER BOTTLE I AM SO POORLY,4,2010/09/15,4.65,12768,Korea,18.6
522590,22855,FINE WICKER HEART ,48,2010/09/15,1.06,15661,United Kingdom,50.88
522598,84876D,BLUE HEART COMPACT MIRROR,24,2010/09/15,1.25,13126,United Kingdom,30
522614,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,2,2010/09/15,0.85,14375,United Kingdom,1.7
522619,21806,WHITE CHRISTMAS HEART DECORATION,12,2010/09/15,0.42,16395,United Kingdom,5.04
522627,22821,GIFT BAG PSYCHEDELIC APPLES,12,2010/09/15,0.65,15660,United Kingdom,7.8
522635,22948,METAL DECORATION NAUGHTY CHILDREN ,24,2010/09/16,0.85,13089,United Kingdom,20.4
522720,22735,RIBBON REEL SOCKS AND MITTENS,10,2010/09/16,1.65,16912,United Kingdom,16.5
522799,20950,SET/6  ANGEL T-LIGHTS WHITE/GOLD,12,2010/09/16,0.42,14355,United Kingdom,5.04
522802,40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,3,2010/09/16,0.85,17608,United Kingdom,2.55
522810,22709,WRAP WEDDING DAY,25,2010/09/16,0.42,13722,United Kingdom,10.5
522894,35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",12,2010/09/17,0.38,13952,United Kingdom,4.56
522902,21336,GOLD WASHBAG,6,2010/09/17,2.95,12554,Spain,17.7
522906,22664,TOY TIDY DOLLY GIRL DESIGN,3,2010/09/17,2.1,17241,United Kingdom,6.3
522911,21803,CHRISTMAS TREE STAR DECORATION,36,2010/09/17,0.42,14748,United Kingdom,15.12
522930,20773,BLUE PAISLEY NOTEBOOK,4,2010/09/17,1.65,13173,United Kingdom,6.6
522932,22952,72 CAKE CASES VINTAGE CHRISTMAS,48,2010/09/17,0.55,17949,United Kingdom,26.4
522934,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,720,2010/09/17,2.1,17949,United Kingdom,1512
522952,21038,SET/4 MODERN VINTAGE COTTON NAPKINS,4,2010/09/19,2.95,14553,United Kingdom,11.8
522956,22228,BUNNY WOODEN PAINTED WITH BIRD ,12,2010/09/19,0.85,13015,United Kingdom,10.2
522961,22812,PACK 3 BOXES CHRISTMAS PANNETONE,12,2010/09/19,1.95,13554,United Kingdom,23.4
522966,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,14,2010/09/19,0.65,16007,United Kingdom,9.1
522968,22834,HAND WARMER BABUSHKA DESIGN,1,2010/09/19,2.1,13137,United Kingdom,2.1
522995,85114A,BLACK ENCHANTED FOREST PLACEMAT,6,2010/09/19,1.65,14606,United Kingdom,9.9
523000,22946,WOODEN ADVENT CALENDAR CREAM,2,2010/09/19,16.95,13842,United Kingdom,33.9
523002,21824,PAINTED METAL STAR WITH HOLLY BELLS,6,2010/09/19,1.45,16655,United Kingdom,8.7
523003,22603,CHRISTMAS RETROSPOT TREE WOOD,12,2010/09/19,0.85,16264,United Kingdom,10.2
523006,22985,"WRAP, BILLBOARD FONTS DESIGN",25,2010/09/19,0.42,15870,United Kingdom,10.5
523012,22039,BOTANICAL LILY GIFT WRAP,25,2010/09/20,0.42,17163,United Kingdom,10.5
523019,22819,"BIRTHDAY CARD, RETRO SPOT",12,2010/09/20,0.42,17811,United Kingdom,5.04
523124,22950,SET OF 36 DOILIES VINTAGE CHRISTMAS,432,2010/09/20,1.25,18251,United Kingdom,540
523126,22816,CARD MOTORBIKE SANTA,12,2010/09/20,0.42,14291,United Kingdom,5.04
523156,22984,"CARD, GINGHAM ROSE ",24,2010/09/20,0.42,13599,United Kingdom,10.08
523166,22632,HAND WARMER RED POLKA DOT,2004,2010/09/20,1.85,17940,United Kingdom,3707.4
523172,22867,HAND WARMER BIRD DESIGN,12,2010/09/20,2.1,14114,United Kingdom,25.2
